0 0     -3.326500e+02 2.620900e+02
37 3025     -3.777900e+02 8.851999e+01
2 3026     -3.664500e+02 6.037000e+01
19 3026     -2.500000e+00 6.090997e+01
21 3026     1.065100e+02 5.417999e+01
23 3026     5.304999e+01 5.821997e+01
24 3026     -1.147800e+02 6.922998e+01
26 3026     1.575600e+02 5.146997e+01
2 3027     -5.470001e+00 1.033002e+01
4 3027     -8.269989e+00 1.081000e+01
6 3027     -1.051001e+01 1.051001e+01
8 3027     -1.254001e+01 1.159003e+01
9 3027     -1.473001e+01 1.217999e+01
12 3027     -1.760999e+01 1.090997e+01
14 3027     -1.595001e+01 1.098999e+01
15 3027     -1.923001e+01 1.056000e+01
17 3027     -2.448999e+01 1.098999e+01
20 3027     -2.203000e+01 1.102002e+01
33 3027     -2.882001e+01 1.083002e+01
35 3027     -2.681000e+01 1.196002e+01
38 3027     -3.117001e+01 1.326001e+01
47 3027     -3.281000e+01 1.378998e+01
2 3028     -2.637700e+02 -1.215997e+01
21 3028     1.716800e+02 -1.239001e+01
28 3028     3.015200e+02 -1.469000e+01
2 3029     -3.298000e+02 -5.912000e+01
21 3029     1.371100e+02 -5.784998e+01
2 3030     1.946800e+02 -2.809200e+02
20 3030     1.985600e+02 -2.934300e+02
2 3031     -3.454800e+02 1.021000e+02
23 3031     -6.499939e-01 1.078300e+02
2 3032     -3.482200e+02 5.922998e+01
18 3032     -3.854001e+01 6.604999e+01
26 3032     1.716400e+02 5.326001e+01
28 3032     2.214200e+02 4.929999e+01
29 3032     2.711200e+02 4.652002e+01
36 3032     3.197200e+02 4.219000e+01
42 3032     3.649800e+02 4.262000e+01
2 3033     -1.129999e+01 5.837000e+01
3 3033     -2.350006e+00 5.472998e+01
17 3033     -3.273001e+01 7.573999e+01
2 3034     -3.356700e+02 5.716998e+01
18 3034     -2.495001e+01 6.596997e+01
21 3034     1.331700e+02 5.503003e+01
24 3034     -7.937000e+01 6.997998e+01
25 3034     -1.976400e+02 7.815002e+01
26 3034     1.823700e+02 5.190002e+01
27 3034     -1.350800e+02 7.377002e+01
28 3034     2.314000e+02 4.856000e+01
31 3034     -2.636900e+02 8.283002e+01
37 3034     -3.297000e+02 8.942999e+01
2 3035     -2.635100e+02 4.090027e+00
21 3035     1.721700e+02 6.559998e+00
28 3035     3.016200e+02 2.530029e+00
2 3036     1.746000e+02 -1.289001e+01
22 3036     1.320800e+02 -1.340002e+01
35 3036     2.470600e+02 -8.780029e+00
2 3037     -2.052000e+02 -5.116998e+01
19 3037     2.203700e+02 -6.881000e+01
2 3038     -3.838700e+02 8.685001e+01
23 3038     3.770999e+01 7.995001e+01
25 3038     -2.598100e+02 1.041100e+02
27 3038     -1.930200e+02 9.875000e+01
2 3039     -3.653900e+02 5.254999e+01
21 3039     1.080100e+02 4.692999e+01
23 3039     5.450000e+01 5.078998e+01
25 3039     -2.369500e+02 6.925000e+01
27 3039     -1.713700e+02 6.495001e+01
31 3039     -3.057500e+02 7.352002e+01
2 3040     -3.823700e+02 -8.398999e+01
23 3040     3.891000e+01 -7.545001e+01
2 3041     -3.843500e+02 -4.239001e+01
19 3041     -1.566000e+01 -3.767999e+01
21 3041     9.328000e+01 -3.802002e+01
23 3041     3.982999e+01 -3.784003e+01
26 3041     1.447800e+02 -3.803998e+01
27 3041     -1.879500e+02 -3.638000e+01
28 3041     1.949500e+02 -3.846997e+01
31 3041     -3.232000e+02 -3.587000e+01
37 3041     -3.932000e+02 -3.421997e+01
2 3042     -3.846800e+02 -5.708002e+01
21 3042     9.250000e+01 -5.109003e+01
23 3042     3.920999e+01 -5.097998e+01
25 3042     -2.544700e+02 -5.221002e+01
26 3042     1.438900e+02 -5.059003e+01
27 3042     -1.891400e+02 -5.175000e+01
28 3042     1.948400e+02 -5.084003e+01
31 3042     -3.242400e+02 -5.201001e+01
37 3042     -3.941100e+02 -5.109003e+01
42 3042     3.407700e+02 -4.937000e+01
2 3043     -2.623400e+02 -5.510010e+00
21 3043     1.731600e+02 -4.390015e+00
28 3043     3.028300e+02 -7.659973e+00
3 3044     -2.229700e+02 5.960022e+00
23 3044     1.085600e+02 1.584003e+01
27 3044     -1.035900e+02 2.396002e+01
3 3045     1.842100e+02 -4.887000e+01
20 3045     2.123900e+02 -6.059003e+01
3 3046     -2.703200e+02 -6.790997e+01
19 3046     -2.417001e+01 -7.733002e+01
23 3046     3.332001e+01 -7.556000e+01
28 3046     1.914800e+02 -7.295001e+01
3 3047     -3.245900e+02 -7.239001e+01
21 3047     4.160001e+01 -7.091998e+01
3 3048     -2.620200e+02 3.178003e+01
21 3048     9.935999e+01 4.494000e+01
3 3049     -1.379000e+02 -9.609985e+00
23 3049     3.018600e+02 -6.489990e+00
3 3050     -3.791500e+02 -5.442999e+01
18 3050     -1.928300e+02 -4.770001e+01
19 3050     -1.324000e+02 -4.787000e+01
21 3050     -1.548001e+01 -4.678998e+01
23 3050     -7.259000e+01 -4.696997e+01
29 3050     1.467800e+02 -4.719000e+01
36 3050     1.983600e+02 -4.892999e+01
42 3050     2.464600e+02 -4.608002e+01
3 3051     -2.093800e+02 -2.187000e+02
22 3051     -1.709800e+02 -1.844500e+02
3 3052     -2.117900e+02 -3.690997e+01
19 3052     1.114300e+02 -4.325000e+01
21 3052     1.978800e+02 -4.346002e+01
23 3052     1.551900e+02 -4.294000e+01
24 3052     2.354001e+01 -4.377002e+01
25 3052     -6.960001e+01 -4.328998e+01
27 3052     -2.034000e+01 -4.365997e+01
31 3052     -1.204600e+02 -4.290002e+01
32 3052     -2.235500e+02 -4.212000e+01
37 3052     -1.709200e+02 -4.171002e+01
3 3053     -3.763400e+02 -5.848999e+01
23 3053     -6.914999e+01 -5.219000e+01
3 3054     -3.763400e+02 -5.848999e+01
19 3054     -1.288600e+02 -5.266998e+01
21 3054     -1.272000e+01 -5.119000e+01
28 3054     9.563000e+01 -5.090002e+01
36 3054     2.006300e+02 -5.309003e+01
3 3055     -2.516900e+02 4.825000e+01
21 3055     1.149500e+02 6.606000e+01
26 3055     1.657100e+02 6.317999e+01
28 3055     2.154400e+02 5.909998e+01
29 3055     2.659800e+02 5.585999e+01
36 3055     3.143500e+02 5.110999e+01
3 3056     -3.751800e+02 -4.988000e+01
21 3056     -1.172000e+01 -4.058002e+01
29 3056     1.503200e+02 -4.359003e+01
3 3057     -3.547600e+02 1.325800e+02
16 3057     -1.196200e+02 3.652002e+01
30 3057     -1.135800e+02 3.271997e+01
34 3057     -1.107000e+02 3.109998e+01
39 3057     -9.222000e+01 2.851001e+01
43 3057     -1.039500e+02 2.896997e+01
3 3058     -2.597700e+02 6.429993e+00
21 3058     1.061300e+02 1.345001e+01
25 3058     -2.349200e+02 2.581000e+01
26 3058     1.587000e+02 1.329999e+01
28 3058     2.062400e+02 9.390015e+00
29 3058     2.597000e+02 9.299988e+00
36 3058     3.055900e+02 5.039978e+00
4 3059     1.693100e+02 1.327200e+02
17 3059     2.327400e+02 2.167600e+02
20 3059     2.232600e+02 2.022500e+02
35 3059     2.442300e+02 2.310700e+02
4 3060     -2.110000e+02 3.606000e+01
19 3060     2.515400e+02 5.112000e+01
4 3061     -3.735100e+02 1.863000e+01
18 3061     -1.239990e+00 1.976001e+01
25 3061     -1.706000e+02 2.708002e+01
27 3061     -1.094700e+02 2.450000e+01
31 3061     -2.349000e+02 3.016998e+01
32 3061     -3.673000e+02 3.659003e+01
37 3061     -2.996500e+02 3.428003e+01
4 3062     1.437600e+02 1.759998e+01
17 3062     1.672400e+02 2.910999e+01
4 3063     -1.125300e+02 -7.429993e+00
6 3063     -1.209200e+02 -7.419983e+00
17 3063     -2.261100e+02 -1.090027e+00
20 3063     -2.059400e+02 -2.619995e+00
31 3063     3.472700e+02 -2.640015e+00
4 3064     -1.903000e+01 -9.020020e+00
6 3064     -2.160999e+01 -9.539978e+00
8 3064     -2.379001e+01 -8.789978e+00
15 3064     -3.079999e+01 -9.299988e+00
17 3064     -3.576001e+01 -8.450012e+00
38 3064     -4.385999e+01 -6.960022e+00
4 3065     -1.848100e+02 -9.083002e+01
21 3065     3.498500e+02 -1.250600e+02
4 3066     -2.281600e+02 -1.265100e+02
21 3066     2.842900e+02 -1.544800e+02
23 3066     2.214500e+02 -1.588600e+02
4 3067     -2.507500e+02 -1.425000e+02
19 3067     1.015200e+02 -1.774300e+02
21 3067     2.495700e+02 -1.650900e+02
23 3067     1.789100e+02 -1.703900e+02
4 3068     1.786600e+02 -2.324900e+02
17 3068     1.820600e+02 -2.429500e+02
47 3068     1.817800e+02 -2.427300e+02
4 3069     -2.415200e+02 -1.381100e+02
18 3069     3.759000e+01 -1.829300e+02
19 3069     1.176700e+02 -1.756300e+02
21 3069     2.626800e+02 -1.635900e+02
23 3069     1.930700e+02 -1.688300e+02
24 3069     -4.526001e+01 -1.897900e+02
26 3069     3.287200e+02 -1.576700e+02
4 3070     7.919000e+01 -3.388000e+01
6 3070     7.951001e+01 -3.498999e+01
8 3070     8.035001e+01 -3.469000e+01
9 3070     8.098999e+01 -3.487000e+01
14 3070     8.257001e+01 -3.638000e+01
17 3070     8.614999e+01 -3.965997e+01
33 3070     8.844000e+01 -4.265002e+01
35 3070     8.726999e+01 -4.034003e+01
38 3070     9.000000e+01 -4.256000e+01
47 3070     9.253000e+01 -4.484003e+01
4 3071     -3.148000e+02 -4.960999e+01
23 3071     1.661700e+02 -4.922998e+01
24 3071     3.754999e+01 -4.972998e+01
25 3071     -5.398999e+01 -4.978003e+01
27 3071     -6.059998e+00 -5.133002e+01
31 3071     -1.037700e+02 -5.190002e+01
36 3071     3.755200e+02 -5.159003e+01
4 3072     9.934000e+01 -1.946997e+01
8 3072     1.005900e+02 -1.865997e+01
9 3072     1.011600e+02 -1.802002e+01
12 3072     1.050000e+02 -1.913000e+01
14 3072     1.030300e+02 -1.894000e+01
15 3072     1.057600e+02 -1.995001e+01
17 3072     1.072900e+02 -1.887000e+01
20 3072     1.068800e+02 -1.952002e+01
33 3072     1.086800e+02 -2.031000e+01
35 3072     1.077900e+02 -1.889001e+01
38 3072     1.093500e+02 -1.903003e+01
47 3072     1.120500e+02 -2.010999e+01
4 3073     -3.003700e+02 -3.434998e+01
21 3073     2.225500e+02 -3.623999e+01
23 3073     1.817700e+02 -3.534003e+01
26 3073     2.625700e+02 -3.623999e+01
4 3074     -3.045800e+02 -8.677002e+01
18 3074     9.116000e+01 -9.197998e+01
23 3074     1.759200e+02 -8.847998e+01
24 3074     4.879001e+01 -9.292999e+01
25 3074     -4.206000e+01 -9.562000e+01
26 3074     2.583300e+02 -8.629999e+01
31 3074     -9.159000e+01 -9.695001e+01
32 3074     -1.914800e+02 -9.941998e+01
37 3074     -1.405200e+02 -9.697998e+01
40 3074     -3.651400e+02 -1.052700e+02
44 3074     -2.477200e+02 -1.003800e+02
4 3075     -2.676000e+02 -5.385999e+01
21 3075     2.589000e+02 -6.087000e+01
24 3075     9.875000e+01 -6.090997e+01
5 3076     -3.479500e+02 8.870999e+01
19 3076     -2.984300e+02 1.201700e+02
21 3076     -1.478900e+02 1.082400e+02
28 3076     -1.223001e+01 9.631000e+01
29 3076     5.364001e+01 8.997000e+01
36 3076     1.137600e+02 8.378003e+01
42 3076     1.723900e+02 8.232001e+01
5 3077     -3.288200e+02 8.331000e+01
23 3077     -1.958900e+02 1.120900e+02
26 3077     -5.617999e+01 9.989001e+01
28 3077     9.059998e+00 9.395001e+01
36 3077     1.316400e+02 8.190997e+01
5 3078     -3.280200e+02 7.652002e+01
21 3078     -1.218600e+02 9.807001e+01
23 3078     -1.933800e+02 1.039300e+02
26 3078     -5.476001e+01 9.251999e+01
28 3078     1.057001e+01 8.695001e+01
29 3078     7.378000e+01 8.116998e+01
36 3078     1.333400e+02 7.529999e+01
42 3078     1.898500e+02 7.434998e+01
5 3079     -3.459600e+02 6.996002e+01
19 3079     -2.962200e+02 9.816000e+01
21 3079     -1.451800e+02 8.775000e+01
23 3079     -2.184200e+02 9.317999e+01
26 3079     -7.579999e+01 8.264001e+01
28 3079     -9.119995e+00 7.728003e+01
5 3080     -3.390400e+02 6.852002e+01
19 3080     -2.858400e+02 9.707999e+01
21 3080     -1.362700e+02 8.713000e+01
23 3080     -2.089800e+02 9.234000e+01
26 3080     -6.766000e+01 8.177002e+01
28 3080     -1.760010e+00 7.659003e+01
5 3081     -3.609000e+02 6.477002e+01
18 3081     -3.983700e+02 9.603000e+01
19 3081     -3.171100e+02 8.937000e+01
21 3081     -1.628500e+02 7.971002e+01
23 3081     -2.377000e+02 8.495001e+01
26 3081     -9.210999e+01 7.484998e+01
29 3081     4.151999e+01 6.454999e+01
5 3082     -3.609000e+02 6.477002e+01
18 3082     -3.983700e+02 9.603000e+01
19 3082     -3.171100e+02 8.937000e+01
21 3082     -1.628500e+02 7.971002e+01
23 3082     -2.377000e+02 8.495001e+01
26 3082     -9.210999e+01 7.484998e+01
28 3082     -2.420999e+01 6.969000e+01
29 3082     4.151999e+01 6.454999e+01
5 3083     -3.626300e+02 6.196002e+01
19 3083     -3.198200e+02 8.614999e+01
23 3083     -2.401200e+02 8.197998e+01
5 3084     -3.507700e+02 5.690997e+01
18 3084     -3.827200e+02 8.776001e+01
19 3084     -3.027900e+02 8.156000e+01
21 3084     -1.507200e+02 7.265002e+01
23 3084     -2.244500e+02 7.747998e+01
26 3084     -8.095999e+01 6.808002e+01
28 3084     -1.387000e+01 6.319000e+01
29 3084     5.103000e+01 5.815997e+01
5 3085     -3.324900e+02 5.332001e+01
19 3085     -2.762400e+02 7.952002e+01
21 3085     -1.282100e+02 7.087000e+01
23 3085     -2.001000e+02 7.554999e+01
26 3085     -6.014999e+01 6.631000e+01
28 3085     5.079987e+00 6.196002e+01
29 3085     6.889001e+01 5.709003e+01
36 3085     1.291900e+02 5.203003e+01
5 3086     -3.324900e+02 5.332001e+01
19 3086     -2.762400e+02 7.952002e+01
21 3086     -1.282100e+02 7.087000e+01
23 3086     -2.001000e+02 7.554999e+01
26 3086     -6.014999e+01 6.631000e+01
28 3086     5.079987e+00 6.196002e+01
29 3086     6.889001e+01 5.709003e+01
36 3086     1.291900e+02 5.203003e+01
5 3087     -3.180700e+02 4.370001e+01
21 3087     -1.088200e+02 6.123999e+01
23 3087     -1.794600e+02 6.569000e+01
26 3087     -4.039001e+01 5.706000e+01
28 3087     2.156000e+01 5.303998e+01
36 3087     1.434700e+02 4.403003e+01
42 3087     1.992200e+02 4.390997e+01
5 3088     -3.161600e+02 1.098700e+02
18 3088     -3.144400e+02 1.615200e+02
21 3088     -9.988000e+01 1.381100e+02
23 3088     -1.685800e+02 1.456600e+02
26 3088     -3.503000e+01 1.315700e+02
28 3088     2.770999e+01 1.247800e+02
29 3088     8.907001e+01 1.176700e+02
36 3088     1.472200e+02 1.107000e+02
42 3088     2.020000e+02 1.085500e+02
5 3089     -3.653400e+02 7.464001e+01
19 3089     -3.233800e+02 1.006500e+02
21 3089     -1.680600e+02 9.014001e+01
23 3089     -2.433300e+02 9.570999e+01
26 3089     -9.695999e+01 8.442999e+01
28 3089     -2.870001e+01 7.919000e+01
29 3089     3.742999e+01 7.363000e+01
36 3089     9.996002e+01 6.772998e+01
42 3089     1.582800e+02 6.701001e+01
5 3090     -3.653400e+02 7.464001e+01
19 3090     -3.233800e+02 1.006500e+02
21 3090     -1.680600e+02 9.014001e+01
23 3090     -2.433300e+02 9.570999e+01
26 3090     -9.695999e+01 8.442999e+01
28 3090     -2.870001e+01 7.919000e+01
29 3090     3.742999e+01 7.363000e+01
36 3090     9.996002e+01 6.772998e+01
42 3090     1.582800e+02 6.701001e+01
5 3091     -3.550000e+02 6.507001e+01
18 3091     -3.896300e+02 9.748001e+01
19 3091     -3.091100e+02 9.095999e+01
21 3091     -1.559600e+02 8.139001e+01
23 3091     -2.302400e+02 8.654999e+01
26 3091     -8.582001e+01 7.628003e+01
28 3091     -1.841000e+01 7.112000e+01
29 3091     4.701001e+01 6.626001e+01
36 3091     1.086700e+02 6.034003e+01
42 3091     1.665400e+02 5.973999e+01
5 3092     -3.469000e+02 5.153003e+01
23 3092     -2.196800e+02 7.120001e+01
42 3092     1.730100e+02 4.812000e+01
5 3093     -3.469000e+02 5.153003e+01
19 3093     -2.979500e+02 7.545001e+01
21 3093     -1.462000e+02 6.665002e+01
23 3093     -2.196800e+02 7.120001e+01
26 3093     -7.682001e+01 6.234003e+01
28 3093     -1.007999e+01 5.760999e+01
29 3093     5.491000e+01 5.310999e+01
42 3093     1.730100e+02 4.812000e+01
5 3094     -2.331600e+02 2.660999e+01
23 3094     -3.387000e+01 5.091998e+01
26 3094     8.306000e+01 4.456000e+01
5 3095     2.380400e+02 2.444800e+02
22 3095     1.684900e+02 1.632800e+02
5 3096     -3.535600e+02 6.873999e+01
19 3096     -3.064400e+02 9.526999e+01
21 3096     -1.539600e+02 8.544000e+01
23 3096     -2.282000e+02 9.078000e+01
26 3096     -8.406000e+01 8.028003e+01
28 3096     -1.662000e+01 7.484003e+01
29 3096     4.814001e+01 6.972998e+01
36 3096     1.097700e+02 6.391998e+01
42 3096     1.682300e+02 6.294000e+01
5 3097     -3.271000e+02 1.088400e+02
22 3097     -1.731900e+02 5.560999e+01
30 3097     -1.498400e+02 4.453003e+01
5 3098     -2.875900e+02 -2.681000e+01
18 3098     -2.118400e+02 -2.237000e+01
19 3098     -1.506900e+02 -2.356000e+01
21 3098     -3.117001e+01 -2.428003e+01
24 3098     -2.744500e+02 -2.123999e+01
28 3098     7.913000e+01 -2.578998e+01
29 3098     1.334600e+02 -2.682001e+01
36 3098     1.858200e+02 -2.884003e+01
42 3098     2.344400e+02 -2.653998e+01
6 3099     -2.137200e+02 8.070999e+01
18 3099     2.642600e+02 1.085400e+02
19 3099     2.969700e+02 1.054300e+02
6 3100     -1.943900e+02 6.022998e+01
19 3100     3.263000e+02 8.490997e+01
23 3100     3.607000e+02 8.203003e+01
6 3101     -2.069900e+02 5.945001e+01
19 3101     3.078300e+02 8.040002e+01
23 3101     3.421600e+02 7.729999e+01
6 3102     1.031900e+02 4.315002e+01
8 3102     1.038800e+02 4.584003e+01
9 3102     1.049400e+02 4.796002e+01
12 3102     1.078200e+02 5.066998e+01
15 3102     1.090600e+02 5.200000e+01
17 3102     1.103400e+02 5.622998e+01
20 3102     1.098000e+02 5.446002e+01
33 3102     1.112900e+02 5.947998e+01
35 3102     1.113100e+02 5.815002e+01
38 3102     1.127900e+02 6.284998e+01
47 3102     1.148800e+02 6.413000e+01
6 3103     -2.948100e+02 1.803998e+01
19 3103     1.817600e+02 1.996002e+01
23 3103     2.256700e+02 1.821997e+01
6 3104     2.365400e+02 9.469971e+00
17 3104     3.581300e+02 2.876001e+01
20 3104     3.350000e+02 2.537000e+01
35 3104     3.856900e+02 3.202002e+01
6 3105     -2.412200e+02 -1.615002e+01
19 3105     2.485700e+02 -1.722998e+01
32 3105     -5.129999e+01 -1.185999e+01
6 3106     -3.566700e+02 -6.779999e+01
18 3106     8.853000e+01 -6.341998e+01
21 3106     2.143800e+02 -6.166998e+01
23 3106     1.733600e+02 -6.189001e+01
24 3106     4.592001e+01 -6.359998e+01
25 3106     -4.464999e+01 -6.526001e+01
26 3106     2.552500e+02 -6.106000e+01
27 3106     2.660004e+00 -6.423999e+01
31 3106     -9.398999e+01 -6.509998e+01
32 3106     -1.935100e+02 -6.602002e+01
37 3106     -1.427300e+02 -6.423999e+01
41 3106     -3.090800e+02 -6.570001e+01
44 3106     -2.498900e+02 -6.553998e+01
6 3107     -2.262100e+02 -1.124200e+02
23 3107     2.790900e+02 -1.369700e+02
6 3108     -2.182400e+02 -1.358400e+02
23 3108     2.876300e+02 -1.700200e+02
6 3109     -2.808800e+02 -1.523800e+02
19 3109     1.447400e+02 -1.689700e+02
6 3110     -2.788200e+02 -1.545500e+02
23 3110     2.187500e+02 -1.662700e+02
6 3111     -2.875000e+02 -1.562000e+02
19 3111     1.371400e+02 -1.708400e+02
6 3112     1.484700e+02 1.883002e+01
8 3112     1.538200e+02 2.194000e+01
17 3112     1.980400e+02 3.729999e+01
6 3113     -2.527000e+02 7.690002e+00
18 3113     1.936000e+02 1.208002e+01
19 3113     2.339700e+02 1.017999e+01
21 3113     3.138600e+02 6.719971e+00
23 3113     2.744600e+02 9.039978e+00
24 3113     1.539200e+02 1.350000e+01
25 3113     6.759000e+01 1.720001e+01
27 3113     1.134900e+02 1.409003e+01
31 3113     2.135001e+01 1.915002e+01
37 3113     -2.457999e+01 2.213000e+01
6 3114     -3.519200e+02 -3.406000e+01
18 3114     9.310001e+01 -3.191998e+01
19 3114     1.352700e+02 -3.203998e+01
37 3114     -1.378300e+02 -2.789001e+01
41 3114     -3.029700e+02 -2.756000e+01
44 3114     -2.448000e+02 -2.728998e+01
6 3115     -3.001100e+02 -6.352002e+01
18 3115     1.437500e+02 -6.722998e+01
19 3115     1.833700e+02 -6.592999e+01
21 3115     2.627600e+02 -6.553003e+01
23 3115     2.236000e+02 -6.478998e+01
24 3115     1.039200e+02 -6.784998e+01
26 3115     3.016000e+02 -6.421002e+01
27 3115     6.289999e+01 -6.733002e+01
6 3116     -3.566700e+02 -7.440997e+01
18 3116     8.825000e+01 -6.964001e+01
19 3116     1.307300e+02 -6.869000e+01
21 3116     2.146600e+02 -6.763000e+01
23 3116     1.733400e+02 -6.778003e+01
24 3116     4.570999e+01 -7.001001e+01
25 3116     -4.485999e+01 -7.154999e+01
27 3116     2.540009e+00 -7.109998e+01
31 3116     -9.420999e+01 -7.234998e+01
32 3116     -1.940000e+02 -7.377002e+01
37 3116     -1.428800e+02 -7.121002e+01
41 3116     -3.091000e+02 -7.626001e+01
